Municipality,Population,Votedyes,Votedno,Voted,DidNotVote,Affected1984,Affected1985,Affected1986,Affected1987,Affected1988,Affected1989,Affected1990,Affected1991,Affected1992,Affected1993,Affected1994,Affected1995,Affected1996,Affected1997,Affected1998,Affected1999,Affected2000,Affected2001,Affected2002,Affected2003,Affected2004,Affected2005,Affected2006,Affected2007,Affected2008,Affected2009,Affected2010,Affected2011,Affected2012,Affected2013,Affected2014,Affected2015,Affected2016,Affected2017,Weightedaffected84to2002,Weightedaffected2003to2016,Weightedaffected,Affected9999,Total_affected,affected84to2002,affected2003to2016,Divipola,Departamento,Municipio,Rurality2010,PovertyIndex2013,IDHMpnud2010,ArmedGroups,Rezagoescolar,COBERTURA_NETA_MEDIA,ProportionAffected,ProporTotAff,Weightedaffected10group,ConflictIndex,ndicedeindicenciadelconflictocategora,ConflictCategory
13430,123833,62.31,37.68,28.76,71.24,51,27,31,55,60,117,83,86,171,104,145,207,235,514,484,537,1145,1296,2478,926,1129,2383,1526,1255,837,503,568,972,355,284,284,250,166,109,15644283,22959079,38603362, ,19373,7826,11438,13430,Bolívar,Magangué,0.3921,0.5471,0.614251816,1,35.7,19.61,311.7372752,0.156444566,9,0.005883818,Bajo,1
13433,26126,69.75,30.24,21.21,78.79,18,3, , ,6,7,23,76,91,104,72,59,46,305,175,229,582,2891,1085,233,207,283,282,175,92,21,17,29,14,11,43,23,12,24,11543804,2892723,14436527, ,7238,5772,1442,13433,Bolívar,Mahates,0.4338,0.6701,0.622171978,0,30.8,32,552.5731838,0.277042027,7,0.004099324,Bajo,1
13440,9966,59.69,40.3,26.38,73.62,13, , , , ,6,13,13,15,41,15,10,34,82,44,29,92,43,16,31,30,48,85,61,60,5,21,10,15,20,60,27,7,4,930508,964032,1894540, ,950,466,480,13440,Bolívar,Margarita,0.5001,0.3285,0.574143914,0,41,37.79,190.1003412,0.095324102,4,0.001291872,Bajo,1
13442,48439,79.92,20.07,23.65,76.35,68,14,31,46,77,156,197,184,456,201,110,193,129,1398,855,1796,6273,7735,4734,1915,2148,2581,2285,1612,1267,359,121,177,132,179,145,113,77,51,49299711,26299628,75599339,21,37836,24653,13111,13442,Bolívar,María La Baja,0.4019,0.7123,0.600940551,0,48.6,47.87,1560.712215,0.781106133,10,0.012429409,Medio bajo,2
13458,21742,80.7,19.29,25.11,74.89,133,19,31,12,87,77,114,58,55,75,65,209,138,316,6699,698,3684,2573,3290,853,1305,2008,998,1167,579,415,396,690,644,2115,1461,1018,506,486,36650601,28440936,65091537,2,32976,18333,14155,13458,Bolívar,Montecristo,0.6092,0.5529,0.605860177,1,29.9,32.85,2993.815518,1.516695796,10,0.038771983,Alto,4
13468,44460,63.12,36.87,23.93,76.07,14,38,14,2,25,6,4,21,59,68,38,74,51,92,141,178,281,177,319,227,229,429,319,305,281,111,116,156,92,95,80,65,31,3,3200718,5090844,8291562, ,4141,1602,2536,13468,Bolívar,Mompós,0.4387,0.3431,0.611531812,0,35.5,33.28,186.4948718,0.093139901,6,0.00301594,Bajo,1
13473,21501,46.74,53.25,38.87,61.13,71,51,57,34,17,35,83,84,93,81,94,113,318,305,858,972,3422,1074,1789,662,543,649,924,899,1010,417,381,366,202,250,486,315,217,126,19094021,14701584,33795605,2,17000,9551,7321,13473,Bolívar,Morales,0.5704,0.5313,0.620270589,1,42.3,2.87,1571.815497,0.790660899,9,0.03662752,Alto,4
13490,5177,84.55,15.44,31.61,68.39,35,1,6,7, ,5,5,5,6,25,17,11,27,34,774,80,77,77,117,53,42,51,68,50,43,93,78,194,113,479,375,287,156,104,2615193,4189069,6804262, ,3495,1309,2082,13490,Bolívar,Norosí (1), ,0.5595, ,1,0,37.87,1314.325285,0.67510141,6,0.008303558,Medio bajo,2
13549,25186,61.19,38.8,30.53,69.47,62,36,22,36,14,90,108,51,66,48,48,126,81,182,653,401,793,651,1066,320,358,639,531,612,446,250,143,202,88,246,358,474,377,18,9061419,10132935,19194354,1,9597,4534,5044,13549,Bolívar,Pinillos,0.5054,0.6004,0.596657064,0,50.9,14.02,762.1041055,0.381045025,8,0.005572423,Bajo,1
13580,10682,77.17,22.82,31.99,68.01,17,13,10,11,22,7,30,26,21,24,26,29,61,636,488,161,770,199,220,103,277,118,220,111,146,76,26,53,7,41,11,22,55,16,5537088,2540780,8077868, ,4053,2771,1266,13580,Bolívar,Regidor,0.4704,0.6065,0.625054018,0,40.7,9.73,756.2130687,0.379423329,6,0.003955727,Bajo,1
13600,18371,69.95,30.04,37.05,62.95,37, ,9,42,32,14,33,29,35,25,111,34,67,330,6872,507,1017,695,747,286,314,475,399,361,279,150,111,311,72,132,143,244,175,12,21254996,6932565,28187561, ,14100,10636,3452,13600,Bolívar,Río Viejo (1)(3),0.5273,0.5465,0.605603056,0,39.4,25.72,1534.350934,0.767514017,9,0.01983653,Medio,3
13620,6694,86.74,13.25,29.29,70.71,4, , ,1,7,9,4,13, ,13,10,6,10, ,17,64,199,80,79,60,69,32,44,49,23,21,7,7,4,18,11,10,6,6,1031502,724425,1755927, ,883,516,361,13620,Bolívar,San Cristóbal,0.3491,0.2744,0.632184062,0,36.8,14.35,262.3135644,0.131909172,4,0.001326622,Bajo,1
13647,16369,68.61,31.38,20.02,79.98,12, , ,14, , , , , ,11,5,12,13,16,6,14,128,208,160,665,110,84,42,62,15, ,34,7,1,6,3,14,2, ,1197861,2094452,3292313,32,1676,599,1045,13647,Bolívar,San Estanislao,0.4075,0.5479,0.634438427,0,30.5,7.85,201.1309793,0.102388661,5,0.00361931,Bajo,1
13650,13846,81.99,18,30.35,69.65,14, , ,2,5,13,5,5,15,11,10,30,23,15,17,54,62,25,14,53,26,91,93,57,38,15, ,12,19,7,15,8,11, ,638873,893071,1531944, ,765,320,445,13650,Bolívar,San Fernando,0.4771,0.4805,0.599921837,0,34.1,43.39,110.6416294,0.055250614,3,0.000968776,Bajo,1
13654,21570,60.13,39.86,31.4,68.6,194,53,44,69,119,136,173,187,232,262,196,287,904,1242,1303,10715,5912,3642,3557,2595,1138,2081,2274,1322,463,146,112,59,112,92,69,33,41,38,58426043,21131084,79557127, ,39802,29227,10537,13654,Bolívar,San Jacinto,0.4461,0.6525,0.619515152,0,35.3,41.64,3688.322995,1.84524803,10,0.033429395,Alto,4
13655,13723,69.41,30.58,29.94,70.06,8,1,8,5,3,27,52,23,35,22,37,34,31,205,572,350,207,152,509,158,122,343,173,201,121,118,158,149,103,55,67,118,76,126,4558731,3940246,8498977, ,4369,2281,1962,13655,Bolívar,San Jacinto del Cauca,0.5426,0.5768,0.585348726,0,40.9,19.53,619.3235444,0.318370619,6,0.015523204,Medio bajo,2
13657,33623,60.96,39.03,28.58,71.42,156,46,29,39,22,129,56,134,163,179,111,207,814,1229,628,1699,4920,2734,5845,993,1455,2317,6329,1700,363,150,76,98,73,53,52,28,7,16,38272720,27467175,65739895,1,32851,19140,13694,13657,Bolívar,San Juan Nepomuceno,0.4427,0.687,0.610042163,0,32.5,50,1955.206109,0.977039527,10,0.022310492,Medio,3
13667,17689,69.41,30.58,26.49,73.51,46,52,134,47,81,70,47,243,65,51,50,115,105,274,3592,916,1160,545,829,391,384,578,757,540,444,155,94,157,187,88,111,76,65,62,16826707,8082657,24909364,3,12514,8422,4027,13667,Bolívar,San Martín de Loba,0.5072,0.3545,0.617659765,0,43.7,14.79,1408.183843,0.707445305,8,0.01832247,Medio bajo,2
13670,34033,48.79,51.2,34.47,65.53,264,97,56,85,159,72,178,116,102,83,90,169,205,457,1310,1559,2911,4393,3251,2365,2451,5759,4503,4742,3715,1742,1209,1236,769,762,524,614,302,228,31102651,61603502,92706153,7,46485,15557,30693,13670,Bolívar,San Pablo,0.5593,0.5231,0.611331676,1,39.4,50.24,2724.007669,1.365880175,10,0.071057782,Muy Alto,5
13673,13298,76.08,23.91,21.16,78.84,1,12, , ,13, ,5,4, ,7,5,18,10,22,47,24,112,53,149,144,182,149,120,78,61,49,7,16, ,30,3,20,2, ,963520,1727110,2690630, ,1343,482,861,13673,Bolívar,Santa Catalina,0.4054,0.485,0.62059471,1,44.6,28.94,202.3334336,0.10099263,4,0.006831565,Medio bajo,2
13683,23105,64.95,35.04,13.45,86.55,90,14,17,23,4,18,49,57,55,35,46,70,79,74,260,274,892,816,754,880,698,1501,1554,1067,904,637,376,284,446,756,583,376,165,75,7250245,20535201,27785446,1,13930,3627,10227,13683,Bolívar,Santa Rosa,0.3717,0.6555,0.606253506,0,42.8,24.2,1202.572863,0.602899805,9,0.024625352,Medio,3
13688,42960,37.45,62.54,37.8,62.2,114,13,11,32,16,64,43,36,39,32,62,54,54,86,197,343,1651,2218,1380,805,655,985,1225,1662,1312,722,644,588,969,870,1029,714,501,373,12888350,25476916,38365266,1,19500,6445,12681,13688,Bolívar,Santa Rosa del Sur,0.561,0.818,0.652086293,1,39.8,42,893.0462291,0.453910615,9,0.038664628,Alto,4
13744,20576,49.57,50.42,30.55,69.45,111,73,60,42,61,97,50,69,130,31,124,112,104,418,2567,1656,1283,1523,1142,1224,1527,1847,1893,1697,1526,561,479,395,198,343,185,125,118,48,19291609,24317832,43609441,1,21820,9653,12118,13744,Bolívar,Simití,0.5652,0.3901,0.62853289,0,38.4,23.78,2119.432397,1.060458787,9,0.040324777,Alto,4
13760,8467,85.35,14.64,28.06,71.94, , , , , ,5,2,8, , ,1, , ,4, ,21,49,42,44,24,34,28,45,36,9,4,3,10, , ,9, , , ,351944,405244,757188, ,378,176,202,13760,Bolívar,Soplaviento,0.3919,0.1931,0.639947982,0,21.5,18.56,89.42813275,0.044643912,3,0.000784151,Bajo,1
13780,11387,64.15,35.84,33.49,66.51,2, ,3, , ,7,1,10,15,14,28,8,26,16,21,19,68,67,76,22,73,110,65,40,41,32,17,14,12,15,6,11,3,4,761329,925154,1686483, ,846,381,461,13780,Bolívar,Talaigua Nuevo,0.4617,0.6995,0.619061957,0,42.2,20.31,148.1059981,0.074295249,3,0.001058858,Bajo,1
13810,22474,55.24,44.75,24.73,75.27,203,34,48,64,121,130,181,76,125,121,86,178,198,698,7103,2827,3860,4234,1940,1019,1213,1164,827,840,642,391,285,290,611,1084,825,593,227,128,44428304,20106767,64535071, ,32366,22227,10011,13810,Bolívar,Tiquisio,0.5239,0.6709,0.585688284,1,52.5,47.53,2871.543606,1.440153066,10,0.027601736,Medio,3
13836,73179,59.96,40.03,16.92,83.08,31, , , ,2,3,1,21,5,6,92,17,49,46,58,98,728,255,327,893,336,300,262,377,173,73,54,53,106,54,63,61,32,14,3476890,5691181,9168071, ,4590,1739,2837,13836,Bolívar,Turbaco,0.295,0.7558,0.653572007,0,29.5,39.79,125.2828134,0.062722912,7,0.006429499,Bajo,1
13838,15031,68.87,31.12,18.46,81.54,3, , , , , , ,9, ,3,163,8,3,18,6,59,14,174,151,90,110,29,32,115,30,40,11,14,21,41,24,5,19, ,1221171,1166216,2387387,1,1193,611,581,13838,Bolívar,Turbaná,0.397,0.5415,0.638626845,0,36.7,15.53,158.8308828,0.079369303,4,0.00651034,Medio bajo,2
13873,19923,60.75,39.24,13.14,86.86,43,5,1, ,1, ,15,5, ,7,23,6,25,37,70,51,622,3152,663,774,317,361,450,366,108,26,42,31,23,44,17,18,10,6,9454875,5188032,14642907, ,7319,4726,2587,13873,Bolívar,Villanueva,0.3655,0.597,0.601904313,0,41,49.89,734.9750038,0.367364353,7,0.010027428,Medio bajo,2
13894,11688,86.09,13.9,42.86,57.14,102,13,17,11,15,84,202,58,52,79,70,179,131,241,417,2846,5106,5950,3041,903,518,590,475,463,279,61,37,43,54,27,23,20,15, ,37226967,7035307,44262274,1,22123,18614,3508,13894,Bolívar,Zambrano,0.4746,0.5155,0.5766199,1,39,32.25,3786.984428,1.89279603,9,0.034849953,Alto,4
15001,191924,56.62,43.37,50.64,49.36,62, ,4,4,4,13,6,7,8, ,2,3,12,2, ,8,13,45,64,91,50,24,43,45,29, ,8,13,7,7,33,12,19,9,512606,764742,1277348,1,648,257,381,15001,Boyacá,Tunja,0.2016,0.829,0.710110882,1,26.8,30.52,6.657084189,0.003377146,3,0.001929434,Bajo,1
15022,1699,51.55,48.44,36.32,63.68, , , , , ,2,5, , ,3, ,7, , , ,7,23,2,11,8,8,7,10,5,4,4,3, , , , , , , ,119889,98284,218173, ,109,60,49,15022,Boyacá,Almeida,0.4615,0.7528,0.647431872,0,21.9,42.77,128.4125956,0.064155386,1,0.006164655,Bajo,1
15047,15060,28.8,71.19,34.81,65.19,7, ,1, ,1,1,4,18,83,46,6, , ,5,22,117,59,95,102,289,61,106,40,38,44,32, ,19,33,31,32,14,3, ,1132750,1488501,2621251, ,1309,567,742,15047,Boyacá,Aquitania,0.5354,0.7112,0.611721108,0,27.7,45.74,174.0538513,0.086918991,4,0.009719928,Medio bajo,2
15051,5243,46.7,53.29,37.59,62.41, , , , , , , , , , , , ,1, , , , ,1,3,1, , , ,1, , , , , , , ,4, , ,10003,12070,22073, ,11,5,6,15051,Boyacá,Arcabuco,0.4791,0.7903,0.648224607,0,26.3,63.93,4.209994278,0.002098035,1,0.003042799,Bajo,1
15087,7255,46.11,53.88,38.55,61.45,2, , , , , , , ,10,2,1,5,25,6,6,10,11,5,17,16,51,10, ,2,14,11, , ,7,1,13,10, ,6,199742,270956,470698, ,241,100,135,15087,Boyacá,Belén,0.4479,0.7898,0.645596406,0,23.1,41.29,64.87911785,0.03321847,2,0.003450404,Bajo,1
15090,1934,68.13,31.86,40.13,59.87,2, , , ,7,8,15,36,2,10, ,12,5, ,7, , ,12,22,11,36,14,5,3,1, ,3, ,10, , ,4, , ,275198,174516,449714, ,225,138,87,15090,Boyacá,Berbeo,0.4911,0.5954,0.641216342,0,23.8,54.22,232.5305067,0.116339193,2,0.003017347,Bajo,1
15092,2024,61.76,38.23,35.77,64.23,2, , , , , , , , , , ,6, , , , , , ,1,7, , ,8, , ,2, , , , , , , , ,17940,34087,52027, ,26,9,17,15092,Boyacá,Betéitiva,0.5142,0.7246,0.647575987,0,35.9,72.16,25.70503953,0.01284585,1,0.000786862,Bajo,1
15097,6914,44.33,55.66,36.14,63.86, , , , , , , , , , , , , ,3,8,2,4,8,30,9,28,4,6,9,14, ,5, , , ,2, ,1, ,110041,156464,266505, ,133,55,78,15097,Boyacá,Boavita,0.4467,0.642,0.642004235,0,24.6,30.23,38.54570437,0.019236332,2,0.001037566,Bajo,1
15104,4414,58.18,41.81,25.54,74.46,4,4,11, ,1,1,1,9,7,8,11, , ,6,4,1,1,39,15,17,55,8,12,11,13,4,8, ,8,21,2,1,6,16,245472,333188,578660, ,305,123,166,15104,Boyacá,Boyacá,0.3907,0.7391,0.619477026,0,33,50,131.0965111,0.069098324,2,0.001153462,Bajo,1
15106,2568,62.54,37.45,36.79,63.21,1,21,24,8, ,6, ,4, , ,4,6,8,6,8, ,6,3,16,4,10,13,8,2,5,2,1, , ,3,12, ,1,4,241042,122470,363512, ,186,121,61,15106,Boyacá,Briceño,0.4553,0.7137,0.600133971,0,31.2,42.26,141.5545171,0.072429907,2,0.003560566,Bajo,1
15109,5777,43.81,56.18,31.92,68.08, ,2, , ,3,4,7,7,7, , , , , , , ,20,14,10,2,14,37,38,40,4,7, , , , , ,4, , ,147735,292910,440645, ,220,74,146,15109,Boyacá,Buenavista,0.4501,0.7309,0.616801742,0,29.3,45.98,76.27574866,0.03808205,2,0.00482435,Bajo,1
15114,1192,48.73,51.26,46.59,53.41, , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , , ,0,8020,8020, ,4,0,4,15114,Boyacá,Busbanzá,0.4911,0.6649,0.651817243,0,30.8,51.11,6.728187919,0.003355705,1,9.15E-05,Bajo,1
15131,3596,58.96,41.03,34.74,65.26, , , , , ,2, , , ,9,2, , ,2, ,7, ,4,5, , ,3, , , , , , ,5,5, , , , ,61904,26140,88044, ,44,31,13,15131,Boyacá,Caldas,0.4508,0.7593,0.654674432,0,24.4,39.71,24.48387097,0.012235818,1,0.003304021,Bajo,1
15135,3813,53.99,46,38.95,61.05,10, ,3,6,2,2,21,119,23,6,1,4, ,4,30,23,35,152,97,28,79,24,31,53,31,12,1, ,5,8, , , , ,1074392,545607,1619999, ,810,538,272,15135,Boyacá,Campohermoso,0.5515,0.7968,0.646381234,1,30,8.33,424.8620509,0.212431157,3,0.011364698,Medio bajo,2
15162,3714,61.76,38.23,46.75,53.25, , , , ,3, ,1, , , , , , , , , , , ,11,5,7, ,11, , , , , , ,1,4, , , ,29976,56178,86154, ,43,15,28,15162,Boyacá,Cerinza,0.4334,0.6144,0.660284226,0,27.4,57.14,23.19709208,0.011577814,1,0.001437575,Bajo,1
15172,3499,45.86,54.13,30.08,69.92,1, , , ,1, , , ,15, ,2, ,4, , , , ,3,26,44,11,3,14,22,5,3, , , , , , , , ,103879,204496,308375, ,154,52,102,15172,Boyacá,Chinavita,0.4925,0.6784,0.639395055,0,23,22.5,88.13232352,0.044012575,2,0.00870424,Medio bajo,2
15176,66203,48.47,51.52,41.86,58.14,5,7,5,2,13,25,4,5, ,5,4,8,12,10,17,9,26,1,38,49,45,50,66,62,56,13,12,23,8,7,24,7,2,1,391060,851005,1242065,2,623,196,424,15176,Boyacá,Chiquinquirá,0.3103,0.7516,0.672605407,0,29.9,57.76,18.76146096,0.00941045,3,0.00590613,Bajo,1
15180,4200,50.52,49.47,39.92,60.08,11,2,15,2,9,3,9,20,14,18,16,19,5,14,32,184,59,136,176,135,51,36,49,9, ,2,8,9,15,6,9,1,14, ,1486896,689966,2176862, ,1088,744,344,15180,Boyacá,Chiscas,0.6025,0.7121,0.617613879,0,24.7,38.58,518.3004762,0.259047619,4,0.007375711,Medio bajo,2
15183,9407,39.95,60.04,36.62,63.38,13,5,13,11,3,21,24,39,41,28,32,17,19,27,58,64,45,85,101,310,154,103,154,132,64,65,46,48,38,29,45,23,3,3,1289683,2435850,3725533, ,1863,646,1214,15183,Boyacá,Chita,0.5589,0.6463,0.579747628,0,32.2,57.57,396.0383757,0.19804401,5,0.010939461,Medio bajo,2
15185,5596,40.09,59.9,30.37,69.63, , , , , , , ,2,6, ,6, ,4,1,2,3,7, ,7,13,1,15,18,21,12,19,4, ,7,5,2, ,8, ,75886,250985,326871, ,163,38,125,15185,Boyacá,Chitaraque,0.4674,0.5979,0.622216432,0,33.1,36.71,58.41154396,0.029127949,2,0.003075207,Bajo,1
15187,6315,52.07,47.92,36.58,63.42, , , , , , , , , , , , , , , , , , , , , , , ,7, , , , , , , , , , ,0,14049,14049, ,7,0,7,15187,Boyacá,Chivatá,0.4013,0.6619,0.648788272,0,29.1,44.67,2.224703088,0.001108472,1,0.001150076,Bajo,1
15189,4694,45.32,54.67,31.84,68.16, , ,10, , ,2, , , ,2, , , ,6, , , , , , , , , , , , , , , , , , , , ,39806,0,39806, ,20,20,0,15189,Boyacá,Ciénega,0.3986,0.7256,0.629444521,0,27.3,41.99,8.480187473,0.004260758,1,0.001901968,Bajo,1
15204,14812,58.9,41.09,42.55,57.45, , , , , , , ,2, , , ,2, , , , ,4, , ,5,4,4, ,4, , , , , , , , , , ,15972,34079,50051, ,25,8,17,15204,Boyacá,Cómbita,0.4133,0.7314,0.650509024,0,35.7,14.53,3.379084526,0.001687821,1,0.001574867,Bajo,1
15212,3610,59.92,40.07,40.63,59.37, , , , , ,8,2,2, , ,3, , ,12,5, ,5, ,8,9,23,8,6,4,8,12, ,2,1,5, , , , ,89826,156494,246320, ,123,45,78,15212,Boyacá,Coper,0.4953,0.6118,0.603208229,0,35.1,66.27,68.23268698,0.034072022,2,0.006052758,Bajo,1
15215,2251,44.39,55.6,42.86,57.14, , , , , , , , , , , , , , , , ,2, , , , , , ,2,4, , , , , , , , , ,4000,12046,16046, ,8,2,6,15215,Boyacá,Corrales,0.474,0.7971,0.6428883,0,31.5,41.79,7.128387383,0.003553976,1,0.00414723,Bajo,1
15218,2825,38.62,61.37,34.47,65.53,1, ,1, , , , ,1,4, ,4,1,8,17,12,12,3,81,59,23,19,2,29,14,17,9, ,1,4,6, ,6, , ,407980,260871,668851, ,334,204,130,15218,Boyacá,Covarachía,0.4897,0.6849,0.6113778,0,31.2,28.91,236.7614159,0.118230088,2,0.00159602,Bajo,1
15223,6730,56.67,43.32,26.78,73.22,10,2,11,46,29,40,9,39,53,11,4,11,9,36,41,122,38,17,20,45,22,15,27,37,80,66,39,66,68,53,59,59,36,16,1092958,1350861,2443819,1,1237,548,672,15223,Boyacá,Cubará,0.6353,0.7911,0.582145137,1,44.3,70.42,363.1231798,0.183803863,4,0.016466372,Medio bajo,2
15224,4687,55.7,44.29,39.67,60.33, , , , , , , , , , , , , , , , , , ,2, , , ,7, , , , , , ,11,4, , , ,4004,44241,48245, ,24,2,22,15224,Boyacá,Cucaita,0.3949,0.6958,0.643096831,0,41.9,45.26,10.29336463,0.005120546,1,0.001631099,Bajo,1
15226,1892,42.56,57.43,35.27,64.73, , , , , , , , , ,7, , , , , , , , , , ,4,1,12,1, , , , , , ,1, , , ,13951,38114,52065, ,26,7,19,15226,Boyacá,Cuítiva,0.467,0.703,0.636226214,0,35.2,21.59,27.51849894,0.013742072,1,0.0030707,Bajo,1
15232,5433,61.93,38.06,21.06,78.94, , , , , , , , , , , , , , , , , , , , , , , , ,6, , , , ,5, , , , ,0,22113,22113, ,11,0,11,15232,Boyacá,Chíquiza,0.4526,0.6646,0.621085692,0,44.1,42.78,4.070127002,0.002024664,1,0.001218899,Bajo,1
15236,1752,40.75,59.24,37.08,62.92,4, , , , ,31,6,2, ,7,6, , ,11,1,1,4,3,19,80,143,43,25,20,7,7, ,13,1,12,9,4, , ,189437,729933,919370, ,459,95,364,15236,Boyacá,Chivor,0.5122,0.6558,0.634357438,0,20.3,44,524.7545662,0.261986301,3,0.021691659,Medio,3
15238,113105,48.44,51.55,49.44,50.56,9, ,1, , ,13, ,9,7,3,9,4,9,2,24,10,17,38,102,74,54,32,47,44,49,12,19,13,13,7,16,27,11,14,513609,839073,1352682, ,689,257,418,15238,Boyacá,Duitama,0.2817,0.8661,0.670617418,0,28,43.17,11.95952434,0.006091685,3,0.00261058,Bajo,1
15244,5197,31.06,68.93,34.49,65.51,5, ,4, ,15,3,18,38,42,44,38,6,20,12,29,22,30,60,61,36,36,29,5,29,25,3,1,7,8,1,10,8,7, ,892213,411425,1303638,2,654,447,205,15244,Boyacá,El Cocuy,0.5244,0.6138,0.639547475,0,29.3,78.87,250.8443333,0.125841832,3,0.004983577,Bajo,1
15248,4205,35.09,64.9,43.32,56.68,7, , , , , , ,1, , ,3,2, ,3,18,259,39,44,86,19, ,12,29,4,3,1, ,3, , ,1,2,4, ,923763,156493,1080256, ,540,462,78,15248,Boyacá,El Espino,0.4515,0.6722,0.648190133,0,19.7,59.39,256.8979786,0.128418549,3,0.010358664,Medio bajo,2
15272,5864,63.46,36.53,37.48,62.52, , , , , , ,2, , , , , , , , , , , , ,19, , , , , , , , , , , , , , ,3980,38057,42037, ,21,2,19,15272,Boyacá,Firavitoba,0.4476,0.6237,0.656709754,0,28,51.65,7.168656207,0.003581173,1,0.001396871,Bajo,1
15276,4478,39.74,60.25,43.98,56.02, , , , , , , , , , , , , , , ,4,4, , , , , , , ,6, , , , , , , ,2, ,15996,16080,32076, ,16,8,8,15276,Boyacá,Floresta,0.449,0.5929,0.638438317,0,29.5,54.89,7.163019205,0.003573024,1,1.69E-05,Bajo,1
15293,2617,47.8,52.19,44.43,55.57,1, , , , , , , , , , , , , , , , , ,25, ,1, , , , , , , , , , , , , ,52034,2004,54038, ,27,26,1,15293,Boyacá,Gachantivá,0.4841,0.7299,0.639156424,0,25.6,51.96,20.64883454,0.010317157,1,0.002852604,Bajo,1
15296,4776,42.94,57.05,36.76,63.24,1, , , , , , , , , ,3,9,3, ,5, ,81, ,4, ,21,10, ,13,11, , ,6, , , ,2, , ,211907,126409,338316,1,170,106,63,15296,Boyacá,Gameza,0.4665,0.6114,0.633372216,0,25.5,42.45,70.83668342,0.03559464,2,0.001756212,Bajo,1
15299,16974,50.48,49.51,43.68,56.32,8, , , , , , ,21,10, , ,8,6,1,5,5,5,25,27,72,48,18,14,20,42,18, , ,12,6,1,6, , ,241600,515546,757146, ,378,121,257,15299,Boyacá,Garagoa,0.4076,0.7999,0.659378089,0,24.9,71.76,44.60622128,0.022269353,3,0.003709558,Bajo,1
15317,1657,20.29,79.7,38.1,61.9, , , , , , , , , , , ,8, ,7, ,3, ,2,13,10,8,12, ,2,2, , , ,8, ,8, ,6, ,65964,112456,178420, ,89,33,56,15317,Boyacá,Guacamayas,0.4868,0.7454,0.623505385,0,24.1,41.62,107.6765238,0.053711527,1,0.001903069,Bajo,1
15322,9552,51.79,48.2,38.2,61.8,7, , , ,12, ,8,5,22, , ,2,1, ,10,2,29,38,21,52,17,15,25,24,18, , ,9,1,3, , , , ,313487,328911,642398, ,321,157,164,15322,Boyacá,Guateque,0.3123,0.7457,0.662986866,0,16.8,50.53,67.25272194,0.033605528,2,0.00548496,Bajo,1
15325,5013,57.63,42.36,39.75,60.25,2, , ,3, ,6, ,4, , , , , ,7,5,9,14,5,47,28,7,4,7,25,12,6,1, ,1,6, , , , ,203886,194599,398485, ,199,102,97,15325,Boyacá,Guayatá,0.4246,0.6175,0.609761117,0,9.2,54.39,79.49032515,0.039696788,2,0.006232051,Bajo,1
15332,6801,48.43,51.56,39.69,60.31,1, , ,3,2,11,11,11,34,15,101,6, ,19,56,35,22,41,60,32,8,9,24,4,15,2, ,3,8,4, ,44, , ,854535,307324,1161859, ,581,428,153,15332,Boyacá,Güicán,0.605,0.6343,0.525523558,0,36.6,81.19,170.8364946,0.085428613,3,0.003067824,Bajo,1
15362,2373,44.11,55.88,38.53,61.47, , , , , , , , , , , , , , , , ,4,10,10,6, , , , , , , , , ,6, , , , ,48030,24096,72126, ,36,24,12,15362,Boyacá,Iza,0.4449,0.7255,0.664132925,0,34.5,38.76,30.39443742,0.01517067,1,0.000202129,Bajo,1
15367,7659,63.83,36.16,30.61,69.39, , , , , , , , , , , , , , , , , , , ,6,2,17,11, ,1, , , , , , , , , ,0,74185,74185, ,37,0,37,15367,Boyacá,Jenesano,0.3795,0.7302,0.635783429,0,28.8,19.31,9.685990338,0.004830918,1,0.001029018,Bajo,1
15368,3956,38.64,61.35,30.26,69.74, ,4,1, , , ,6, , ,7,18,17,3,25, ,1,7,14,36,10,17,30,11,14,7,34,20, ,13,2,12,9,3, ,277622,365507,643129, ,321,139,182,15368,Boyacá,Jericó,0.487,0.7532,0.595443437,0,32.9,29.23,162.5705258,0.081142568,2,0.004330664,Bajo,1
15377,5068,45.63,54.36,36.84,63.16,8,1,3,34,10,17,26,30,50,83,31,109,22,61,61,74,109,130,229,250,188,143,149,58,48,26,32,8,55,83,56,46,35,6,2172945,2362316,4535261, ,2271,1088,1177,15377,Boyacá,Labranzagrande,0.6033,0.6967,0.58532388,0,33.1,41.29,894.8818074,0.448105762,5,0.039809287,Alto,4
15380,2499,51.57,48.42,41.61,58.39, , , , , , , ,2, , , , , , , , , , , ,12,8,10,7, , , , , , ,1, , , , ,3982,76173,80155, ,40,2,38,15380,Boyacá,La Capilla,0.4387,0.7231,0.635350073,0,16.9,32.89,32.07482993,0.016006403,1,0.001556886,Bajo,1
15401,1674,31.95,68.04,36.77,63.23,1,1,19, ,2,19,9,3, , ,3,3, ,11, ,3,1,8,2, ,2, ,5,6,8, , ,6,4, , , , , ,169296,62258,231554, ,116,85,31,15401,Boyacá,La Victoria,0.441,0.6744,0.612198062,0,28.3,20.45,138.3237754,0.069295102,1,0.002090819,Bajo,1
